age,sex,job,saving_accounts,checking_account,credit_amount,duration,purpose,marital_status,education_level,number_of_dependents,income,employment_status,existing_loans_count,credit_history_length,previous_defaults,credit_score,installment_rate,loan_type,interest_rate,collateral,default,loan_eligibility
25,male,unskilled,little,little,32445,50,furniture,single,postgraduate,1,77970,retired,1,8,0,590,0.01,personal,16.54,none,bad,not eligible
50,female,skilled,moderate,little,22068,48,radio/TV,married,graduate,2,91559,employed,0,26,0,541,0.01,business,12.81,none,bad,not eligible
23,female,unskilled,quite rich,moderate,9647,27,radio/TV,single,high school,1,137019,,1,13,0,,0,car,9.71,guarantor,good,eligible
58,male,unskilled,,,16767,38,car,married,phd,3,101922,retired,0,28,0,791,0,car,19.89,guarantor,good,not eligible
56,male,skilled,rich,moderate,42014,32,education,married,high school,0,97601,self-employed,1,15,0,414,0.01,mortgage,14.29,vehicle,bad,not eligible
21,male,skilled,little,little,31952,45,repairs,married,high school,2,,employed,2,16,0,609,0.01,car,9.43,vehicle,bad,not eligible
30,female,management,quite rich,rich,5636,31,business,single,graduate,0,54014,unemployed,1,11,1,409,0,business,17.72,guarantor,good,eligible
66,male,skilled,,little,33079,50,furniture,single,graduate,0,25665,self-employed,1,3,1,491,0.03,,7.25,guarantor,bad,not eligible
19,female,,moderate,moderate,32016,50,repairs,married,postgraduate,2,50542,self-employed,,4,,411,0.01,car,11.95,property,bad,not eligible
22,male,skilled,moderate,moderate,11946,31,radio/TV,,graduate,0,96769,employed,1,,0,602,0,personal,17.59,property,good,eligible
61,female,unskilled,rich,little,45599,11,,married,graduate,3,33481,employed,1,21,0,655,0.12,car,19.75,property,bad,not eligible
44,male,skilled,quite rich,moderate,25024,33,business,married,graduate,0,80558,employed,2,10,0,401,0.01,,10.75,property,bad,not eligible
49,male,skilled,rich,moderate,13688,18,education,,graduate,3,56954,,4,7,1,614,0.01,business,7.07,vehicle,good,eligible
38,female,skilled,quite rich,rich,39087,68,other,single,postgraduate,2,130156,employed,0,27,1,,0,personal,13.5,property,bad,not eligible
25,female,skilled,rich,little,41337,18,other,married,postgraduate,0,116243,unemployed,2,17,1,373,0.02,education,19.16,vehicle,bad,not eligible
55,female,management,quite rich,little,46037,6,repairs,married,graduate,3,19145,employed,2,5,,706,0.4,business,14.98,none,bad,not eligible
25,male,self-employed,moderate,moderate,6060,45,business,single,high school,1,70835,employed,1,6,0,591,,personal,14.03,property,good,eligible
67,female,skilled,little,little,46121,42,other,single,postgraduate,0,135622,unemployed,0,5,0,483,,personal,9.64,none,bad,not eligible
20,male,skilled,little,little,43727,36,radio/TV,single,high school,,75506,employed,1,13,0,657,0.02,personal,14.1,property,bad,not eligible
61,male,unskilled,little,rich,36897,22,other,single,high school,3,53064,self-employed,1,19,1,398,0.03,education,,property,bad,not eligible
,male,skilled,moderate,little,12157,14,furniture,married,high school,0,32954,self-employed,0,5,0,824,0.03,business,10.63,vehicle,bad,not eligible
39,male,skilled,moderate,rich,38582,69,repairs,married,high school,2,106872,retired,0,3,0,765,0.01,education,,none,bad,not eligible
23,male,skilled,moderate,little,19340,62,other,married,postgraduate,1,119120,employed,1,24,0,503,0,car,12.21,none,bad,not eligible
19,female,self-employed,,little,41930,18,education,married,graduate,1,102221,unemployed,1,12,0,704,0.02,,10.64,guarantor,bad,not eligible
40,male,skilled,rich,moderate,40897,42,furniture,single,phd,2,16574,self-employed,1,16,0,439,,education,12.05,guarantor,bad,not eligible
61,female,skilled,little,moderate,11824,19,domestic appliances,married,high school,,42381,self-employed,0,11,1,617,0.01,,6.44,none,bad,not eligible
19,male,skilled,little,,25747,30,other,,graduate,0,15331,self-employed,0,8,0,675,0.06,,10.04,none,bad,not eligible
55,male,management,moderate,moderate,18058,62,other,married,phd,0,40412,employed,1,26,0,519,,personal,17.4,none,bad,not eligible
34,male,,little,moderate,49762,47,,married,postgraduate,1,93857,employed,0,19,0,648,0.01,mortgage,11,vehicle,bad,not eligible
52,female,skilled,quite rich,little,20443,47,other,married,graduate,2,,self-employed,0,2,0,722,0,mortgage,19.52,property,bad,not eligible
51,female,skilled,moderate,little,39960,52,other,married,high school,1,27458,self-employed,0,10,0,532,0.03,car,15.63,property,bad,not eligible
40,female,management,moderate,little,42486,49,business,single,postgraduate,1,24058,,1,4,0,599,0.04,education,10.49,property,bad,not eligible
47,female,unskilled,quite rich,moderate,45014,46,car,married,high school,0,45165,employed,1,2,0,431,0.02,education,8.77,property,bad,not eligible
69,male,management,quite rich,little,15872,8,education,married,graduate,1,68425,employed,1,16,0,725,0.03,education,15.28,,bad,not eligible
,male,skilled,little,little,13131,,business,widowed,graduate,0,10418,employed,2,23,1,533,0.21,car,9.54,vehicle,bad,not eligible
39,female,skilled,quite rich,little,1972,16,radio/TV,married,graduate,1,92559,self-employed,1,8,0,389,0,education,18.9,vehicle,bad,not eligible
61,male,skilled,,little,27455,,domestic appliances,married,graduate,0,61236,self-employed,0,5,0,803,0.04,mortgage,6.75,vehicle,bad,not eligible
53,male,skilled,little,little,47867,17,radio/TV,married,graduate,0,47357,employed,2,17,0,716,0.06,mortgage,5.43,guarantor,bad,not eligible
22,male,unskilled,little,moderate,31302,43,furniture,divorced,high school,1,92278,unemployed,0,28,0,751,0.01,business,,property,bad,not eligible
30,male,management,moderate,little,5372,59,domestic appliances,widowed,,0,93723,employed,0,5,0,769,0,education,14.1,none,bad,not eligible
46,male,skilled,little,rich,28047,58,other,married,graduate,2,123290,employed,3,5,0,347,0,education,17.52,none,bad,not eligible
48,male,skilled,little,moderate,43841,37,domestic appliances,married,high school,1,59690,employed,1,21,0,522,0.02,mortgage,7.55,property,bad,not eligible
64,male,unskilled,moderate,little,14191,50,radio/TV,single,high school,2,79975,self-employed,1,9,0,765,0,mortgage,13.77,none,bad,not eligible
33,male,skilled,quite rich,moderate,44750,56,other,married,high school,0,66040,self-employed,1,10,0,359,0.01,personal,7.16,none,bad,not eligible
59,male,skilled,little,little,5253,42,business,married,graduate,0,102179,employed,1,13,0,579,0,personal,,none,bad,not eligible
47,male,skilled,little,moderate,2333,64,radio/TV,married,,2,36926,employed,2,11,0,316,0,,5.27,guarantor,bad,not eligible
33,female,skilled,quite rich,rich,39196,59,education,single,high school,0,54228,unemployed,4,24,1,620,0.01,,13.37,none,bad,not eligible
29,male,skilled,little,moderate,9145,23,furniture,married,graduate,1,41046,employed,1,19,1,376,0.01,,12.83,none,bad,not eligible
34,male,self-employed,rich,moderate,40084,6,repairs,single,graduate,2,145743,retired,1,17,0,770,0.05,education,5.64,guarantor,bad,not eligible
33,female,skilled,moderate,little,30941,26,domestic appliances,married,high school,0,124419,self-employed,0,23,1,842,0.01,education,15.34,property,bad,not eligible
29,male,management,little,little,40524,33,other,single,,0,60187,employed,3,21,0,400,0.02,mortgage,13.58,none,bad,not eligible
25,,unskilled,little,rich,43817,21,education,,graduate,3,116856,employed,0,14,0,839,0.02,car,14.35,vehicle,bad,not eligible
37,female,skilled,little,little,15562,53,business,single,,3,127507,employed,2,9,0,843,,business,12.95,none,bad,not eligible
,male,skilled,little,little,10135,33,business,single,high school,2,34871,employed,2,0,0,562,0.01,car,15.83,vehicle,bad,not eligible
33,female,skilled,little,little,20564,27,radio/TV,married,high school,1,76962,unemployed,0,14,0,505,0.01,education,12.88,property,bad,not eligible
47,female,management,moderate,moderate,10440,,car,single,high school,0,122362,employed,1,21,1,779,0.01,business,18.83,none,good,not eligible
62,female,unskilled,little,little,,47,domestic appliances,married,high school,1,74140,self-employed,0,1,0,,0.01,education,19.15,vehicle,bad,not eligible
40,male,unskilled,,rich,13611,8,domestic appliances,divorced,postgraduate,2,39171,employed,2,19,0,737,0.04,personal,15.9,none,good,not eligible
45,male,,moderate,little,44631,49,car,widowed,high school,3,66745,retired,0,1,0,841,0.01,mortgage,18.68,property,bad,not eligible
68,male,unskilled,little,little,45700,32,business,single,graduate,0,91772,employed,2,3,0,713,0.02,personal,18.85,vehicle,bad,not eligible
,male,skilled,little,moderate,30239,56,business,married,,1,43835,self-employed,,22,0,512,0.01,business,8.93,none,bad,not eligible
22,,skilled,little,little,43246,29,repairs,single,postgraduate,1,76668,self-employed,0,23,0,366,0.02,personal,19.91,none,bad,not eligible
37,male,management,little,moderate,18293,25,repairs,divorced,postgraduate,0,138738,employed,2,13,1,721,0.01,business,9.01,guarantor,bad,not eligible
57,male,unskilled,quite rich,little,18646,37,domestic appliances,married,graduate,1,148684,employed,1,18,0,768,,,5.28,property,bad,not eligible
61,male,,little,little,34177,18,repairs,single,high school,0,107360,self-employed,1,13,1,670,0.02,mortgage,,property,bad,not eligible
18,male,skilled,quite rich,little,1260,48,repairs,married,graduate,0,,employed,2,12,0,663,0,car,8.36,none,bad,not eligible
47,male,self-employed,moderate,rich,23522,25,other,single,high school,2,142018,employed,1,0,0,699,0.01,education,13.76,none,bad,eligible
38,female,skilled,moderate,moderate,6112,7,furniture,married,high school,1,11615,self-employed,1,9,1,559,0.08,mortgage,19.56,property,good,eligible
37,male,skilled,moderate,moderate,36508,,domestic appliances,married,graduate,0,88387,employed,1,13,0,344,0.01,personal,5.74,none,bad,not eligible
23,male,skilled,quite rich,little,27765,9,business,married,phd,1,83790,employed,0,16,0,586,0.04,business,9.04,none,bad,not eligible
39,female,self-employed,little,moderate,1030,22,other,married,postgraduate,,97635,unemployed,1,25,0,,0,mortgage,14.13,property,bad,not eligible
35,male,management,little,little,10051,6,business,,graduate,2,43161,unemployed,4,15,0,628,0.04,education,16.44,none,bad,not eligible
25,male,self-employed,moderate,rich,28894,38,repairs,divorced,graduate,1,85229,employed,2,14,0,614,0.01,car,17.11,property,bad,not eligible
,male,unskilled,little,moderate,43487,35,furniture,married,phd,0,141460,employed,3,10,0,718,0.01,education,18.26,property,bad,not eligible
49,female,unskilled,moderate,moderate,49484,10,repairs,married,graduate,1,111801,self-employed,1,22,0,604,0.04,personal,7.53,none,bad,not eligible
50,,skilled,moderate,little,3060,17,repairs,married,graduate,1,89437,employed,1,11,1,528,0,business,10.55,property,bad,not eligible
33,male,management,moderate,,19061,37,education,divorced,postgraduate,1,83205,unemployed,2,0,1,485,0.01,business,15.71,none,good,not eligible
29,male,skilled,moderate,little,5603,43,education,single,high school,1,110875,employed,2,2,0,417,0,personal,15.73,guarantor,bad,not eligible
55,female,unskilled,moderate,rich,24590,22,furniture,single,high school,1,70816,self-employed,0,10,0,425,0.02,business,9.62,guarantor,bad,eligible
69,male,management,quite rich,little,18421,63,furniture,single,graduate,1,102096,employed,2,20,0,431,0,mortgage,9.56,vehicle,bad,not eligible
51,male,unskilled,quite rich,little,42733,45,education,married,high school,1,55241,retired,1,10,0,460,0.02,mortgage,9.81,none,bad,not eligible
31,female,skilled,moderate,little,3281,29,education,single,graduate,3,133684,employed,,4,0,645,0,personal,18.38,guarantor,bad,not eligible
53,male,skilled,moderate,little,17830,17,education,married,graduate,0,125397,employed,0,14,0,383,0.01,personal,18.64,guarantor,bad,not eligible
50,female,,,little,5757,,education,married,graduate,0,138167,employed,0,26,0,341,0,education,,none,bad,not eligible
40,male,management,moderate,rich,35456,34,domestic appliances,married,phd,0,44198,employed,1,19,0,734,0.02,business,9.88,property,bad,not eligible
67,female,skilled,moderate,moderate,39331,57,domestic appliances,married,high school,,122932,employed,1,23,1,465,0.01,car,10.88,none,bad,not eligible
62,male,skilled,quite rich,rich,16115,22,repairs,single,graduate,2,,self-employed,1,15,0,726,0.01,personal,19.74,none,good,eligible
19,female,skilled,moderate,moderate,1381,,radio/TV,divorced,high school,2,30517,self-employed,2,2,0,347,0,education,19.16,property,good,not eligible
58,female,skilled,little,little,2347,65,repairs,divorced,graduate,1,64503,employed,0,7,0,341,0,personal,14.42,property,bad,not eligible
38,male,skilled,,moderate,,,furniture,married,graduate,0,,employed,2,15,,484,0.04,personal,5.69,none,good,not eligible
19,male,skilled,little,little,22610,58,car,divorced,graduate,2,143287,self-employed,2,15,0,531,0,,7.87,none,bad,not eligible
44,male,unskilled,quite rich,rich,37836,68,radio/TV,single,high school,1,26486,employed,0,21,1,700,0.02,business,11.51,vehicle,bad,not eligible
,male,unskilled,quite rich,little,16814,62,car,married,graduate,2,100256,employed,0,3,1,436,0,personal,19.39,none,bad,not eligible
18,male,unskilled,rich,little,30618,34,car,single,graduate,1,84482,employed,2,25,1,819,0.01,business,6.42,property,bad,not eligible
28,male,skilled,,little,40431,6,business,married,high school,0,22249,employed,1,26,0,532,0.3,education,16.87,property,bad,not eligible
20,male,management,moderate,little,44424,64,other,single,graduate,1,49064,employed,0,14,0,667,0.01,personal,7.87,property,bad,not eligible
69,male,management,moderate,little,23466,69,furniture,married,graduate,1,131253,unemployed,2,18,0,692,0,car,12.62,none,bad,not eligible
40,male,management,little,little,44523,49,domestic appliances,single,phd,0,87437,employed,2,25,0,801,0.01,mortgage,16.5,property,bad,not eligible
43,female,skilled,little,moderate,11820,53,radio/TV,married,postgraduate,0,56783,self-employed,0,14,0,666,0,car,15.39,none,bad,not eligible
21,male,skilled,moderate,moderate,2716,20,repairs,single,graduate,1,52271,employed,3,12,0,410,0,mortgage,16.64,vehicle,good,eligible
35,,skilled,moderate,little,26064,40,furniture,divorced,postgraduate,,65142,employed,0,27,0,,0.01,personal,17.2,none,bad,not eligible
23,male,unskilled,little,little,38969,28,education,married,graduate,0,70683,employed,1,9,1,363,0.02,personal,9.59,none,bad,not eligible
,male,unskilled,moderate,,24901,58,furniture,single,postgraduate,2,,self-employed,0,1,0,799,0,business,10.46,none,bad,not eligible
39,male,skilled,quite rich,little,12280,50,,single,high school,0,114526,employed,1,5,0,,0,mortgage,,property,bad,not eligible
60,male,self-employed,quite rich,rich,11194,18,domestic appliances,married,graduate,2,70791,employed,1,16,0,388,0.01,education,5.58,property,good,eligible
32,male,,rich,little,5309,39,education,single,,3,13668,employed,0,25,0,655,0.01,car,12.72,none,bad,not eligible
39,female,unskilled,moderate,moderate,17062,43,furniture,married,graduate,3,60767,employed,1,7,0,668,0.01,education,18.81,property,good,eligible
54,male,management,rich,moderate,47660,10,furniture,married,high school,2,51739,,0,15,0,791,0.09,,18.28,none,bad,not eligible
69,female,skilled,quite rich,moderate,32941,45,domestic appliances,single,high school,1,132243,employed,2,28,0,704,0.01,education,17.06,vehicle,bad,not eligible
59,female,management,little,rich,41039,26,car,single,high school,2,,employed,1,20,0,317,0.03,mortgage,5.32,,bad,not eligible
29,female,management,little,,2429,33,repairs,married,high school,2,63028,retired,0,12,0,667,0,business,18.32,vehicle,bad,not eligible
64,female,self-employed,moderate,little,30117,8,education,single,high school,5,139649,employed,2,22,0,556,,business,18.67,guarantor,bad,not eligible
66,male,skilled,moderate,moderate,47574,28,car,single,graduate,1,74631,self-employed,1,27,0,520,0.02,education,14.96,guarantor,bad,not eligible
59,male,skilled,moderate,moderate,14744,24,,single,postgraduate,0,110420,employed,0,11,0,572,0.01,education,9.48,vehicle,good,eligible
55,female,skilled,moderate,little,33379,55,furniture,single,graduate,2,53281,employed,1,15,0,676,0.01,mortgage,12.35,none,bad,not eligible
35,male,skilled,quite rich,moderate,44679,63,repairs,single,postgraduate,0,59711,retired,2,6,0,546,0.01,,16.44,none,bad,not eligible
62,male,skilled,moderate,little,11616,25,radio/TV,widowed,postgraduate,0,80977,self-employed,1,26,1,689,0.01,education,17.2,none,bad,not eligible
52,female,unskilled,little,little,22918,58,radio/TV,married,graduate,3,101497,unemployed,,9,0,546,0,mortgage,10.15,none,bad,not eligible
47,female,skilled,quite rich,moderate,16207,14,business,married,high school,1,20146,unemployed,2,5,0,472,0.06,mortgage,9.89,none,good,eligible
41,female,skilled,little,little,18265,9,other,single,high school,1,108802,retired,4,4,,,0.02,education,16.04,property,bad,not eligible
59,female,management,rich,moderate,36395,46,radio/TV,single,postgraduate,0,65499,,2,17,0,422,0.01,car,15.3,property,bad,not eligible
47,female,management,little,little,13600,30,domestic appliances,married,high school,0,26313,employed,0,15,0,766,0.02,personal,12.7,guarantor,bad,not eligible
,male,skilled,rich,little,24367,39,other,married,graduate,1,37398,employed,2,2,0,530,0.02,mortgage,11.3,none,bad,not eligible
,female,unskilled,little,moderate,44471,14,domestic appliances,single,graduate,,134518,unemployed,0,2,0,,0.02,business,14.86,property,bad,not eligible
20,male,management,little,moderate,1708,18,,married,postgraduate,1,148504,unemployed,1,4,0,775,0,personal,5.49,none,bad,not eligible
33,male,skilled,little,little,44585,14,education,married,graduate,1,30867,self-employed,1,1,0,489,0.1,mortgage,,vehicle,bad,not eligible
24,female,management,quite rich,little,536,9,business,married,postgraduate,2,40971,employed,1,26,0,800,0,car,13.6,guarantor,bad,not eligible
69,male,self-employed,quite rich,little,18712,39,,single,high school,2,122627,self-employed,2,0,0,586,0,,8.15,none,bad,not eligible
,male,unskilled,moderate,little,11752,12,repairs,married,high school,0,60759,employed,0,3,0,620,0.02,business,16.62,none,bad,not eligible
26,male,management,rich,rich,20225,20,other,married,graduate,0,132243,unemployed,1,9,0,360,0.01,personal,16.59,none,bad,eligible
32,female,unskilled,moderate,rich,,43,radio/TV,widowed,phd,1,101827,employed,2,12,0,437,,education,15.65,property,good,not eligible
38,male,skilled,moderate,little,48335,57,repairs,married,graduate,0,120455,retired,2,2,0,425,0.01,mortgage,18.55,none,bad,not eligible
52,female,skilled,quite rich,little,24559,12,other,single,postgraduate,1,40291,employed,0,10,1,491,0.05,education,7.11,vehicle,bad,not eligible
19,male,unskilled,little,rich,5847,50,other,married,postgraduate,4,139216,employed,,2,1,513,0,car,8.89,property,bad,not eligible
44,female,management,little,moderate,32671,64,radio/TV,married,postgraduate,1,75674,self-employed,1,27,0,492,0.01,personal,8.78,property,bad,not eligible
19,female,unskilled,rich,moderate,29017,26,furniture,married,graduate,1,59372,self-employed,0,9,0,322,0.02,education,16.74,vehicle,bad,not eligible
52,male,unskilled,rich,moderate,24774,33,education,married,graduate,0,61539,employed,0,26,1,682,0.01,car,12.82,vehicle,bad,eligible
35,male,skilled,rich,little,34077,8,car,divorced,high school,1,12525,self-employed,1,21,0,455,0.34,,8.79,property,bad,not eligible
31,male,management,rich,little,28148,19,repairs,single,phd,0,129742,self-employed,1,27,0,392,0.01,business,7.05,none,bad,not eligible
37,female,self-employed,little,rich,4618,7,furniture,single,phd,1,19637,employed,,8,0,429,0.03,education,18.4,property,bad,not eligible
35,female,management,quite rich,moderate,18410,34,education,married,graduate,3,58324,employed,0,25,1,726,0.01,mortgage,15.38,property,good,eligible
27,female,skilled,moderate,little,13583,23,other,single,high school,2,66108,employed,1,28,0,524,0.01,education,12.93,guarantor,bad,not eligible
42,male,,rich,little,13687,42,domestic appliances,single,high school,1,44377,,0,9,0,311,0.01,education,19.48,property,bad,not eligible
19,female,,moderate,little,924,50,business,married,phd,0,90069,self-employed,0,26,0,647,0,education,17.74,property,bad,not eligible
42,female,unskilled,moderate,moderate,27141,,repairs,married,high school,0,121875,employed,0,12,0,373,0,education,7.67,property,bad,not eligible
50,female,skilled,moderate,little,35250,29,education,,postgraduate,0,124886,self-employed,2,29,0,410,0.01,education,12.62,none,bad,not eligible
53,female,skilled,little,,16418,51,business,married,graduate,0,70207,self-employed,0,17,0,781,0,personal,12.29,none,bad,not eligible
48,male,skilled,little,rich,23654,17,repairs,single,graduate,1,32368,unemployed,1,20,0,496,0.04,personal,17.66,none,bad,not eligible
31,male,management,quite rich,little,48666,58,business,single,postgraduate,2,35736,self-employed,1,17,0,490,0.02,business,7.24,none,bad,not eligible
18,female,skilled,quite rich,little,12492,,repairs,single,high school,2,27753,self-employed,1,21,0,363,0.01,personal,11.78,none,bad,not eligible
63,,unskilled,little,little,34501,37,radio/TV,single,graduate,1,144643,employed,,16,0,793,0.01,car,14.55,,bad,not eligible
33,male,unskilled,quite rich,little,43257,23,car,married,phd,2,36798,self-employed,0,16,1,,0.05,mortgage,19.18,vehicle,bad,not eligible
63,male,management,moderate,little,15046,18,repairs,divorced,graduate,2,111844,retired,1,24,0,,0.01,education,18.49,vehicle,bad,not eligible
69,male,management,moderate,rich,42024,9,other,,,1,86595,employed,0,25,0,468,0.05,education,13.01,none,bad,not eligible
20,male,management,little,rich,3519,28,education,single,postgraduate,1,102539,retired,0,4,0,476,0,education,14.1,none,bad,not eligible
52,male,unskilled,quite rich,little,1804,67,car,,high school,0,73279,employed,1,8,0,444,0,business,17.79,none,bad,not eligible
58,female,self-employed,quite rich,little,47412,59,business,single,high school,1,28564,employed,0,11,0,354,0.03,business,16.17,,bad,not eligible
23,female,unskilled,,moderate,49784,60,radio/TV,single,graduate,0,21290,,3,11,0,838,0.04,car,18.19,none,bad,not eligible
42,male,unskilled,moderate,little,17332,45,repairs,married,,1,30018,self-employed,1,23,,435,,education,18.44,property,bad,not eligible
30,male,self-employed,little,little,23291,19,car,married,,1,65138,self-employed,,24,0,671,0.02,business,17.49,none,bad,not eligible
51,,skilled,moderate,rich,10522,33,furniture,single,postgraduate,1,92155,employed,0,24,0,322,0,education,,none,good,eligible
25,male,skilled,little,little,10850,34,business,single,high school,1,91567,unemployed,0,23,0,837,0,personal,9.66,property,bad,not eligible
38,female,unskilled,little,little,12318,66,,,graduate,1,19006,unemployed,3,18,0,461,0.01,education,11.05,none,bad,not eligible
51,female,skilled,moderate,little,34117,14,domestic appliances,married,high school,1,25908,,1,6,0,459,0.09,car,15.17,property,bad,not eligible
21,male,self-employed,rich,little,4462,22,car,divorced,high school,1,81165,employed,1,19,0,817,0,car,9.6,none,bad,not eligible
42,female,skilled,moderate,little,5354,54,car,widowed,graduate,,94406,self-employed,0,23,0,676,0,business,9.85,none,bad,not eligible
32,female,skilled,little,little,34807,68,car,married,postgraduate,0,79522,employed,1,22,0,614,0.01,education,11,,bad,not eligible
21,female,unskilled,moderate,little,3444,51,domestic appliances,single,high school,0,50954,employed,2,11,0,516,0,car,19.33,none,bad,not eligible
62,male,skilled,quite rich,moderate,22827,18,other,married,graduate,0,77359,employed,0,8,1,563,0.02,personal,11.56,none,bad,eligible
29,female,skilled,quite rich,little,3744,50,,single,graduate,2,64980,unemployed,2,7,1,639,0,business,7.11,none,bad,not eligible
49,male,unskilled,quite rich,little,23220,58,business,single,,1,97256,employed,0,29,1,761,0,personal,5.1,none,bad,not eligible
49,male,skilled,moderate,moderate,25590,22,,married,graduate,0,96008,employed,0,18,0,460,0.01,car,8.55,property,bad,not eligible
45,male,unskilled,quite rich,rich,46523,52,repairs,married,,0,141682,employed,,20,0,613,0.01,business,19.08,none,bad,not eligible
30,male,self-employed,little,little,34859,67,repairs,single,graduate,1,136446,employed,0,2,0,430,0,education,19.32,none,bad,not eligible
48,male,skilled,little,little,49036,55,repairs,married,high school,1,113249,employed,2,10,0,378,0.01,mortgage,12.94,property,bad,not eligible
31,male,unskilled,little,little,8355,48,business,married,graduate,1,21018,employed,0,11,0,766,0.01,education,14.7,property,bad,not eligible
37,male,skilled,moderate,moderate,2101,33,education,single,graduate,0,46599,employed,2,24,0,,0,education,16.94,none,good,eligible
35,female,skilled,rich,little,32452,50,other,single,high school,0,128557,employed,2,16,0,718,0.01,personal,5.84,none,bad,not eligible
46,female,management,quite rich,little,46077,46,car,single,high school,0,121694,self-employed,0,6,1,351,0.01,education,10.61,none,bad,not eligible
23,male,self-employed,little,little,6190,41,car,,high school,0,58071,employed,0,24,0,325,0,mortgage,14.63,none,bad,not eligible
49,female,skilled,little,little,13021,38,domestic appliances,married,high school,1,,self-employed,1,2,0,326,0.02,business,18.47,property,bad,not eligible
46,female,management,little,little,35110,30,furniture,married,high school,1,24417,self-employed,0,6,,579,0.05,,15.9,property,bad,not eligible
60,female,skilled,little,little,10983,24,,married,graduate,2,37849,employed,0,6,1,803,0.01,mortgage,10.25,property,bad,not eligible
19,male,unskilled,moderate,moderate,8558,52,radio/TV,single,graduate,1,45207,employed,1,26,1,636,0,personal,18.65,none,bad,eligible
40,female,skilled,rich,moderate,14204,38,,single,postgraduate,1,134947,retired,1,13,,438,0,mortgage,14.97,vehicle,good,eligible
36,female,skilled,rich,little,6065,19,domestic appliances,single,graduate,1,59021,unemployed,2,1,0,691,0.01,business,17.45,guarantor,bad,not eligible
48,female,skilled,moderate,little,44356,38,other,single,postgraduate,3,,employed,0,15,0,533,0.01,mortgage,,none,bad,not eligible
68,male,,quite rich,little,37756,47,furniture,single,graduate,0,125159,employed,0,20,,731,0.01,personal,5.03,none,bad,not eligible
,male,skilled,moderate,little,31115,70,furniture,married,high school,1,74079,employed,0,9,,,0.01,education,7.49,property,bad,not eligible
36,female,self-employed,little,,42174,,repairs,single,graduate,0,,self-employed,1,13,1,328,0.01,education,18.91,,bad,not eligible
51,male,management,moderate,rich,2427,40,repairs,married,postgraduate,2,46533,self-employed,1,28,0,405,0,business,5.5,property,good,eligible
27,male,skilled,moderate,little,16012,37,furniture,married,high school,1,,employed,1,6,0,803,0,personal,13.94,guarantor,bad,not eligible
42,male,skilled,quite rich,little,8801,60,car,married,high school,0,99832,employed,0,1,1,476,0,education,11.14,none,bad,not eligible
19,female,skilled,little,little,21813,59,radio/TV,single,high school,2,89283,employed,0,25,1,683,0,,11.44,none,bad,not eligible
28,female,,little,moderate,8957,56,furniture,divorced,graduate,0,93093,retired,1,9,0,597,0,education,11.01,none,bad,not eligible
67,male,skilled,little,moderate,5992,64,business,widowed,high school,1,140798,employed,5,1,0,565,0,car,6.01,none,bad,not eligible
48,female,unskilled,rich,,3723,19,car,single,high school,0,56963,self-employed,0,26,,453,0,education,6.83,none,good,not eligible
32,male,skilled,moderate,moderate,23011,23,other,married,,0,41034,employed,1,12,0,375,0.02,car,5.94,none,bad,eligible
26,female,skilled,quite rich,little,21955,60,other,married,graduate,1,24143,self-employed,1,21,0,470,0.02,mortgage,5.81,property,bad,not eligible
40,female,unskilled,quite rich,,34222,61,radio/TV,married,graduate,0,,employed,3,1,0,399,0,business,6.28,none,bad,not eligible
,female,unskilled,little,moderate,23934,54,,single,graduate,3,103415,self-employed,0,9,0,573,0,business,15.45,property,bad,not eligible
26,female,skilled,moderate,moderate,30841,65,radio/TV,married,,2,79662,employed,0,13,0,597,0.01,car,6.71,none,bad,not eligible
52,male,skilled,quite rich,little,42809,58,domestic appliances,married,graduate,1,81721,self-employed,4,16,0,511,0.01,personal,8.92,none,bad,not eligible
38,female,skilled,moderate,moderate,15507,11,radio/TV,married,high school,3,124938,employed,2,18,0,301,0.01,car,14.85,none,good,eligible
26,male,skilled,rich,moderate,34842,13,business,divorced,graduate,1,140557,unemployed,1,11,0,588,0.02,education,6.68,none,bad,not eligible
45,female,unskilled,little,moderate,27299,20,education,,high school,2,105203,employed,,16,1,508,0.01,personal,18.65,property,bad,not eligible
63,female,skilled,little,moderate,16174,31,radio/TV,single,graduate,0,,employed,0,5,0,745,0.01,business,12.16,property,bad,not eligible
68,female,skilled,quite rich,moderate,15926,44,,married,graduate,1,122022,employed,0,3,0,490,0,mortgage,19.45,property,good,eligible
24,male,unskilled,quite rich,moderate,7595,,radio/TV,married,high school,1,77659,employed,2,1,0,321,0.01,mortgage,7.89,none,good,not eligible
33,female,skilled,rich,moderate,45291,62,domestic appliances,single,high school,1,27894,,0,28,0,572,0.03,car,5.46,guarantor,bad,not eligible
,male,skilled,moderate,moderate,24604,15,business,single,high school,2,112156,employed,1,14,0,430,0.01,car,13.85,none,bad,eligible
50,male,unskilled,rich,little,3755,8,radio/TV,divorced,high school,0,46190,employed,0,27,0,588,0.01,car,9.93,vehicle,bad,not eligible
21,female,unskilled,quite rich,little,34326,51,furniture,married,high school,1,18431,employed,1,22,0,491,0.04,car,13.59,,bad,not eligible
21,male,unskilled,quite rich,little,35225,27,domestic appliances,single,phd,2,111311,employed,0,22,0,565,0.01,business,12.1,none,bad,not eligible
56,female,management,moderate,moderate,23532,,furniture,single,graduate,0,24860,employed,1,23,1,542,0.01,education,11.86,property,bad,not eligible
